0,15,24,492
0,16,32,499
0,16,35,853
0,16,38,1079
0,16,41,1159
0,16,45,1184
0,16,48,1198
0,16,51,1196
0,16,54,1204
0,16,57,1206
0,17,0,1210
0,17,3,1198
0,17,6,1202
0,17,9,1208
0,17,12,1204
0,17,16,1216
0,17,19,1210
0,17,22,1223
0,17,25,1234
0,17,28,1223
0,17,31,1221
0,17,34,1208
0,17,37,1221
0,17,40,1227
0,17,44,1227
0,17,47,1232
0,17,50,1243
0,17,53,1236
0,17,56,1232
0,18,5,510
0,18,7,502
0,18,11,875
0,18,14,1142
0,18,17,1221
0,18,20,1243
0,18,23,1236
0,18,26,1236
0,18,29,1245
0,18,32,1245
0,18,35,1241
0,18,39,1236
0,18,42,1241
0,18,45,1245
0,18,48,1223
0,18,51,1229
0,18,54,1248
0,18,57,1248
0,19,0,1232
0,19,3,1238
0,20,42,215
0,20,45,237
0,20,52,483
0,20,55,483
0,21,46,305
0,21,48,305
0,21,53,305
0,21,58,301
0,22,4,320
0,22,9,334
0,22,14,329
0,22,19,324
0,22,24,322
0,22,29,321
0,22,34,320
0,22,39,319
0,22,44,31
0,22,50,608
0,22,55,69
0,23,0,294
0,23,5,21
0,23,10,506
0,23,15,881
0,23,20,1059
0,23,25,1128
0,23,30,1053
0,32,8,298
0,32,14,300
0,32,19,302
0,32,21,302
0,32,28,302
0,32,31,304
0,32,36,306
0,32,41,305
0,32,46,304
0,32,51,302
0,32,56,302
0,36,55,255
0,37,0,289
0,37,6,186
0,37,11,-203
0,37,16,278
0,37,21,278
0,37,26,278
0,37,31,279
0,37,36,279
0,37,41,279
0,37,46,278
0,37,52,278
0,37,57,289
0,38,2,287
0,38,7,284
0,38,12,283
0,38,17,281
0,38,22,280
0,38,27,279
0,38,32,279
0,38,37,278
0,38,43,277
0,38,48,276
0,38,53,275
0,38,58,275
0,39,3,275
0,39,8,275
0,39,13,275
0,39,18,275
0,39,23,275
0,39,29,274
0,39,34,273
0,39,39,273
0,39,44,271
0,39,49,270
0,39,54,251
0,39,59,239
0,40,4,239
0,40,9,239
0,40,14,239
0,40,20,239
0,40,25,239
0,40,30,239
0,40,35,239
0,40,40,239
0,40,45,239
0,40,50,239
0,40,55,239
0,41,0,239
0,41,6,239
0,41,11,239
0,41,16,239
0,41,21,239
0,41,26,239
0,41,31,239
0,41,36,239
0,41,41,239
0,41,46,239
0,41,52,239
0,41,57,239
0,42,2,239
0,42,7,239
0,42,12,239
0,42,17,239
0,42,22,239
0,42,27,239
0,42,32,239
0,42,37,239
0,42,43,239
0,42,48,239
0,42,53,239
0,42,58,239
0,43,3,239
0,43,8,239
0,43,13,239
0,43,18,239
0,43,23,239
0,43,29,239
0,43,34,239
0,43,39,239
0,43,44,239
0,43,49,239
0,43,54,239
0,43,59,239
0,44,4,239
0,44,9,239
0,44,14,239
0,44,20,239
0,44,25,239
0,44,30,239
0,44,35,239
0,44,40,239
0,44,45,239
0,44,50,238
0,44,55,234
0,45,0,232
0,45,6,230
0,45,11,229
0,45,16,229
0,45,21,228
0,45,26,229
0,45,31,229
0,45,36,230
0,45,41,231
0,45,46,231
0,45,52,231
0,45,57,232
0,46,2,232
0,46,7,232
0,46,12,233
0,46,17,235
0,46,22,236
0,46,27,236
0,46,32,236
0,46,37,235
0,46,43,235
0,46,48,235
0,46,53,235
0,46,58,235
0,47,3,235
0,47,8,234
0,47,13,234
0,47,18,234
0,47,23,234
0,47,29,235
0,47,34,235
0,47,39,236
0,47,44,235
0,47,49,237
0,47,54,239
0,47,59,240
0,48,4,242
0,48,9,244
0,48,14,245
0,48,20,246
0,48,25,246
0,48,30,248
0,48,35,248
0,48,40,248
0,48,45,249
0,48,50,249
0,48,55,251
0,49,0,252
0,49,6,253
0,49,11,254
0,49,16,255
0,49,21,256
0,49,26,256
0,49,31,257
0,49,36,257
0,49,41,257
0,49,46,259
0,49,52,259
0,49,57,259
0,50,2,260
0,50,7,261
0,50,12,262
0,50,17,264
0,50,22,265
0,50,27,265
0,50,32,265
0,50,37,266
0,50,43,267
0,50,48,269
0,50,53,270
0,50,58,270
0,51,3,269
0,51,8,269
0,51,13,268
0,51,18,268
0,51,23,269
0,51,29,269
0,51,34,270
0,51,39,270
0,51,44,270
0,51,49,269
0,51,54,269
0,51,59,269
0,52,4,269
0,52,9,269
0,52,14,269
0,52,20,269
0,52,25,269
0,52,30,269
0,52,35,269
0,52,40,270
0,52,45,271
0,52,50,271
0,52,55,271
0,53,0,270
0,53,6,269
0,53,11,269
0,53,16,269
0,53,21,269
0,53,26,270
0,53,31,271
0,53,36,273
0,53,41,273
0,53,46,272
0,53,51,272
0,53,57,272
0,54,2,272
0,54,7,394
0,54,12,538
